dlga_start:close_window|Aviso: esta linha nunca é exibida. É apenas para armazenar variáveis de conversação.
dlga_merchant_quest_1_prologue_1:merchant_quest_1_prologue_2|Sempre sofremos com a presença de saqueadores nas colinas, impulsionados ao banditismo pelas guerras, dívidas ou o amor pela violência. Recentemente, no entanto, eles se tornaram mais audazes, afastando-se de seus acampamentos habituais e se aventurando na cidade à procura de desprevenidos. O comandante da guarda insiste em dizer que isto ocorre porque, com todos os combates sendo travados nos limites do reino, há menos homens disponíveis para vigiar nossas ruas... mas não estou tão certo disso. Para mim, parece uma explicação mais lógica pensar que estes bandidos contam com um importante aliado dentro das muralhas da cidade... Um aliado que os ajuda a entrar despercebidos e a identificar as presas mais atrativas. Na semana passada, veja, levaram meu próprio irmão!
dlga_merchant_quest_1_prologue_2:merchant_quest_1_prologue_3|Não sei que diabos, que o Céu me perdoe, estava pensando o meu irmão. Um rapaz de casa importante, sozinho depois do escurecer, nestes tempos... Embora você seja estrangeiro e não saiba dos males que nos espreitam por aqui ultimamente, acredite em mim quando digo que sua imprudência não teria nenhuma justificativa. Mas trata-se da minha família, por isso não tenho escolha. Se eu não proteger meus próprios parentes, as pessoas começarão a pensar que tampouco sou capaz de proteger seus investimentos comerciais... e eu não poderia me permitir tal coisa. Sem dúvida, os bandidos logo enviarão uma mensagem solicitando um resgate, mas preferiria não ter que pagá-lo.
dlga_merchant_quest_1_prologue_3:merchant_quest_1a|Assim, eis aqui minha proposta. Parece que você tem experiência brandindo uma espada, e o mais importante: possui o sangue frio suficiente para vir a Calradia lavrar um futuro. Portanto, o que peço que faça é: reunir uma pequena tropa, localizar esses bandidos em sua guarida, ensinar-lhes uma lição que jamais esquecerão, e resgatar meu irmão são e salvo. Na volta, você ganhará minha gratidão eterna e... um pouco de ouro. O que me diz?
dlga_merchant_quest_1a:merchant_quest_1b|Estou interessad{o/a}.
dlga_merchant_quest_1a:close_window|Isso não me interessa, tenho coisas mais importantes a fazer.
dlga_merchant_quest_1b:merchant_quest_1c|Contudo, você não será capaz de levar a cabo esta tarefa sozinho. Trata-se de enfrentar todo um bando sem ajuda... isso acabará mal, eu lhe asseguro. Primeiro você deve reunir uma pequena tropa de voluntários. Sempre há rapazes nos povoados circundantes em busca de algum trabalho mais interessante que lavrar a terra ou levar água de um lado para outro. Eles {o/a} seguirão enquanto forem pagos. Então... tome esta bolsa com 100 Florins. Considere-a como um adiantamento da sua recompensa. Vá às aldeias próximas e use este dinheiro para obter alguma ajuda. Calculo que você precisará de ao menos uns cinco homens para poder ocupar-se desses bandidos.
dlga_merchant_quest_1c:merchant_quest_1d|Muito bem, senhor. Recrutarei alguns homens nos povoados próximos.
dlga_merchant_quest_1d:close_window|Ótimo. Encontre-me na taverna aqui em {s1} depois de ter reunido sua tropa. Então falaremos do próximo passo a ser dado.
dlga_start:priest_seal_receive|Bem vind{o/a} a esta igreja, {meu filho/minha filha}. Estou com os selos episcopais que você pediu. Aqui está, como prometido.
dlga_start:priest_start|{Bem-vindo/Bem-vinda} a esta igreja, {meu filho/minha filha}. Sou um humilde servo de Deus. Enviado para administrar esta igreja e liderar as pessoas desta cidade. O que posso fazer por você, {meu filho/minha filha}?
dlga_priest_start:priest_convert|[-250 Renome] Eu quero me tornar {cristão/cristã}.
dlga_priest_start:priest_pray|Eu quero rezar.
dlga_priest_start:priest_donate|Eu quero fazer uma doação, padre.
dlga_priest_start:priest_seal|Minha igreja requer um selo episcopal.
dlga_priest_start:close_window|No momento nada, padre.
dlga_priest_convert:close_window|Esse é um desejo muito bom, mas você não deveria ser mais {renomado/renomada} nesta terra?
dlga_priest_convert:priest_baptize|Isso é muito bom. Venha comigo, vamos começar o batismo.
dlga_priest_baptize:priest_convert_1|In nomini Patri et Filii et Spiritus Sanctus, eu batizo você.
dlga_priest_convert_1:priest_convert_2|Você é agora totalmente {reconhecido/reconhecida} como {um seguidor/uma seguidora} da fé cristã. Que Deus esteja contigo.
dlga_priest_convert_2:close_window|Obrigado, padre.
dlga_priest_pray:priest_pray_1|Vamos rezar juntos, então.
dlga_priest_pray_1:priest_pray_2|Pater noster,
dlga_priest_pray_2:priest_pray_3|qui es in caelis,
dlga_priest_pray_3:priest_pray_4|sanctificetur nomen tuum.
dlga_priest_pray_4:priest_pray_5|Adveniat regnum tuum.
dlga_priest_pray_5:priest_pray_6|Fiat voluntas tua, sicut in caelo et in terra.
dlga_priest_pray_6:priest_pray_7|Panem nostrum quotidianum da nobis hodie.
dlga_priest_pray_7:priest_pray_8|Et dimitte nobis debita nostra,  
dlga_priest_pray_8:priest_pray_9|sicut et nos dimittimus debitoribus nostris.
dlga_priest_pray_9:priest_pray_10|Et ne nos inducas in tentationem:
dlga_priest_pray_10:priest_pray_11|Sed libera nos a malo.
dlga_priest_pray_11:priest_pray_12|Quia tuum est regnum.
dlga_priest_pray_12:priest_pray_13|Et potestas,  
dlga_priest_pray_13:priest_pray_14|Et gloria in saecula.
dlga_priest_pray_14:close_window|Amen!
dlga_priest_donate:priest_donate_amount|Excelente. Quanto você está {disposto/disposta} a doar?
dlga_priest_donate_amount:priest_donate_final|1,000 Florins.
dlga_priest_donate_amount:priest_donate_final.1|2,500 Florins.
dlga_priest_donate_amount:priest_donate_final.2|5,000 Florins.
dlga_priest_donate_amount:priest_donate_final.3|10,000 Florins.
dlga_priest_donate_amount:priest_donate_final.4|20,000 Florins.
dlga_priest_donate_amount:priest_donate_final.5|50,000 Florins.
dlga_priest_donate_amount:close_window|Na verdade, espere um momento.
dlga_priest_donate_final:priest_donate_agree|Você tem certeza?
dlga_priest_donate_agree:close_window|Não, espere! Eu mudei de ideia.
dlga_priest_donate_agree:close_window.1|Sim, padre.
dlga_priest_seal:priest_seal_amount|Você precisa de um selo meu para autenticar seus documentos ou objetos? Posso fazer isso pela sua igreja, mas me dê tempo suficiente para estudar os documentos. Quantos selos você precisa?
dlga_priest_seal_amount:priest_seal_final|1 selo (1 dia)
dlga_priest_seal_amount:priest_seal_final.1|5 selos (1 semana)
dlga_priest_seal_amount:priest_seal_final.2|10 selos (2 semanas)
dlga_priest_seal_amount:close_window|Na verdade, mudei de ideia.
dlga_priest_seal_final:priest_seal_agree|Como quiser. Volte em breve e eu vou ter os selos para você.
dlga_priest_seal_agree:close_window|Não, espere! Mudei de ideia.
dlga_priest_seal_agree:close_window.1|Sim, padre.
dlga_priest_seal_receive:close_window|Muito obrigado, padre!
dlga_start:jihad_request|Muito {bem-vindo/bem vinda} a essa mesquita {playername}. Eu sou {s1}, imã de {s2}. Passei muitos anos aprendendo e estudando o Alcorão. Mas você não pode lutar contra esses invasores infiéis com livros, nem com palavras. Cruzados Cristãos conquistaram a Grande Cidade de Hierosolyma. Um dos lugares mais sagrados do Islã. Eles deixaram nada além de um banho de sangue e medo nas cidades e castelos em que entraram. É por isso que enviei uma carta para você vir para uma audiência. Eu tenho um pedido para você.
dlga_jihad_request:jihad_request_tell|É uma honra estar na sua presença, {s1}. Qual é o pedido que você tem?
dlga_jihad_request_tell:jihad_request_final|Nós olhamos para aqueles invasores com profundo receio. Na verdade, eles precisam ser removidos desta terra. Assim, quero que você lidere o próximo Jihad contra esses massacrantes do Islã. Em nome de Allah, expulse-os do nosso deserto e liberte o povo de Hierosolyma!
dlga_jihad_request_final:jihad_request_yes_end|Que assim seja. Allahu Akbar!
dlga_jihad_request_final:jihad_request_no_end|Infelizmente não está em meu poder libertar a Terra Santa.
dlga_jihad_request_yes_end:close_window|O povo islâmico é grato a você, eu também sou. Logo proclamarei esse novo Jihad a todas as pessoas da Verdadeira Fé. Allahu Akbar! É nosso desejo que você saia agora e procure o acampamento do Jihad. Espere pelos outros generais do Jihad, recrute homens fiéis, equipe-se com as melhores tropas e liberte a Terra Santa! Você é nomeado {Protetor/Protetora} da Cúpula da Rocha.
dlga_jihad_request_no_end:close_window|Essa é uma resposta amarga ao pedido, não apenas para mim, mas também ao povo islâmico e ao Sultão. Se você não deseja se tornar {o/a} líder da próxima Jihad, temos que encontrar um general com mais fé.
dlga_start:imam_start|Muito {bem-vindo./bem-vinda.} Que Allah tenha misericórdia de você. Posso ajudar?
dlga_imam_start:imam_convert|[-250 Renome] Eu quero me tornar {muçulmano./muçulmana.}
dlga_imam_start:imam_pray|Eu quero rezar.
dlga_imam_start:imam_donate|Quero fazer uma doação.
dlga_imam_start:close_window|No momento nada, bom homem.
dlga_imam_convert:close_window|Esse é um desejo muito bom, mas você não deveria ser mais reconhecido neste lugar?
dlga_imam_convert:imam_baptize|Isso é ótimo, siga-me.
dlga_imam_baptize:imam_convert_1|Diga o seguinte e você se tornará {muçulmano/muçulmana}: "Não há deus além de Allah".
dlga_imam_convert_1:imam_convert_2|La ilaha illa Allah.
dlga_imam_convert_2:close_window|Louvor e gratificação a Allah!
dlga_imam_pray:imam_pray_1|Vamos rezar juntos, então.
dlga_imam_pray_1:imam_pray_2|Subhanakal-lahumma
dlga_imam_pray_2:imam_pray_3|Wabihamdika watabarakas-muka wataaaala
dlga_imam_pray_3:imam_pray_4|Judduka wala ilaha ghayruk.
dlga_imam_pray_4:imam_pray_5|Aauodu billaahi minash-shaytaanir rajeem
dlga_imam_pray_5:imam_pray_6|Bis-millaahir rahmaanir raheem
dlga_imam_pray_6:imam_pray_7|Subhanna - Rabbeyal - Azzem - wal - Bi - haamdee
dlga_imam_pray_7:imam_pray_8|Samey - Allahu - leman - Hameda.
dlga_imam_pray_8:imam_pray_9|Subhanna - Rabbeyal - Alla - wal - Bi - haamdee
dlga_imam_pray_9:imam_pray_10|Rabig - Figr - Nee, Waar - haam - ni, Waj - bur - nii, Waar - faa - nii, Waar - zuq - nii, Wah - dee - nee, Waa - Aafee - nii, Waa - fuu - annii.
dlga_imam_pray_10:imam_pray_11|Subhanna - Rabbeyal - Alla - wal - Bi - haamdee
dlga_imam_pray_11:imam_pray_12|As Salam Alaykum wa Rahmatullahi wa Barakatuhu
dlga_imam_pray_12:close_window|As Salam Alaykum wa Rahmatullahi wa Barakatuhu'
dlga_imam_donate:imam_donate_amount|Alhamdulillah. Quanto você está {disposto/disposta} a doar?
dlga_imam_donate_amount:imam_donate_final|1,000 Florins.
dlga_imam_donate_amount:imam_donate_final.1|2.500 Florins.
dlga_imam_donate_amount:imam_donate_final.2|5.000 Florins.
dlga_imam_donate_amount:imam_donate_final.3|10.000 Florins.
dlga_imam_donate_amount:imam_donate_final.4|20.000 Florins.
dlga_imam_donate_amount:imam_donate_final.5|50.000 Florins.
dlga_imam_donate_amount:close_window|Na verdade, espere um momento.
dlga_imam_donate_final:imam_donate_agree|Você tem certeza?
dlga_imam_donate_agree:close_window|Não, espere! Mudei de ideia.
dlga_imam_donate_agree:close_window.1|Sim, Assalamu Alaikom.
dlga_start:rabbi_start|Shalom, bem-vind{o/a}, {bom homem/doce menina}. Deve haver algo em que minha ajuda seja necessária.
dlga_rabbi_start:rabbi_convert|[-250 Renome] Eu quero me tornar {Judeu/Judia}.
dlga_rabbi_start:rabbi_pray|Eu quero rezar.
dlga_rabbi_start:rabbi_donate|Quero fazer uma doação, padre.
dlga_rabbi_start:close_window|No momento nada, caro rabino.
dlga_rabbi_convert:close_window|Esse é um desejo muito bom, mas você não deveria ser mais {renomado/renomada} nesta terra?
dlga_rabbi_convert:rabbi_baptize|Isso é ótimo. Siga-me.
dlga_rabbi_baptize:rabbi_convert_1|Amém. Mi sheg'malkha kol tov, hu yigmalkha kol tov. Selah.
dlga_rabbi_convert_1:rabbi_convert_2|Você é agora totalmente reconhecido como um seguidor da Fé Judaica. Que Deus esteja contigo.
dlga_rabbi_convert_2:close_window|Amém. Mi sheg'malkha kol tov, hu yigmalkha kol tov. Selah.
dlga_rabbi_pray:rabbi_pray_1|Let_us_pray_together_then. 
dlga_rabbi_pray_1:rabbi_pray_2|Ma tovu ohalekha Ya'akov, mishk'notekha Yisra'el. 
dlga_rabbi_pray_2:rabbi_pray_3|Va'ani b'rov hasd'kha, avo veytekha, 
dlga_rabbi_pray_3:rabbi_pray_4|Sanctificetur nomen tuum. 
dlga_rabbi_pray_4:rabbi_pray_5|Eshtahaveh el heikhal kodsh'kha b'yir'atekha. 
dlga_rabbi_pray_5:rabbi_pray_6|Adonai ahavti m'on beitekha, um-kom mishkan k'vodekha. 
dlga_rabbi_pray_6:rabbi_pray_7|Va'ani eshtahave v'ekhra'a. 
dlga_rabbi_pray_7:rabbi_pray_8|Evr'kha lifnei Adonai osi. 
dlga_rabbi_pray_8:rabbi_pray_9|Va'ani t'filati l'kha Adonai et ratzon. 
dlga_rabbi_pray_9:rabbi_pray_10|Elohim b'rov hasdekha aneini b'emet yish'ekha. 
dlga_rabbi_pray_10:close_window|Muito bom!
dlga_rabbi_donate:rabbi_donate_amount|Yasher koach. Quanto você está {disposto/disposta} a doar?
dlga_rabbi_donate_amount:rabbi_donate_final|1,000 Florins.
dlga_rabbi_donate_amount:rabbi_donate_final.1|2,500 Florins.
dlga_rabbi_donate_amount:rabbi_donate_final.2|5,000 Florins.
dlga_rabbi_donate_amount:rabbi_donate_final.3|10,000 Florins.
dlga_rabbi_donate_amount:rabbi_donate_final.4|20,000 Florins.
dlga_rabbi_donate_amount:rabbi_donate_final.5|50,000 Florins.
dlga_rabbi_donate_amount:close_window|Na verdade, espere um momento.
dlga_rabbi_donate_final:rabbi_donate_agree|Você tem certeza?
dlga_rabbi_donate_agree:close_window|Não, espere! Mudei de ideia.
dlga_rabbi_donate_agree:close_window.1|Problema Keyne.
dlga_start:norse_priest_start|Bem-vindo, {bom homem/doce menina}, a este lugar sagrado. Que os deuses mostrem misericórdia.
dlga_norse_priest_start:norse_priest_convert|[-250 Renome] Eu quero servir os deuses Nórdicos.
dlga_norse_priest_start:norse_priest_convert.1|[-250 Renome] Eu quero mostrar minha lealdade ao Tengriismo.
dlga_norse_priest_start:norse_priest_pray|Eu quero rezar.
dlga_norse_priest_start:norse_priest_donate|Eu quero fazer uma doação.
dlga_norse_priest_start:close_window|No momento, nada.
dlga_norse_priest_convert:close_window|Esse é um desejo muito bom, mas você não deveria ser mais {renomado/renomada} nesta terra?
dlga_norse_priest_convert:norse_priest_convert_start|Isso é muito bom. Siga-me.
dlga_norse_priest_convert_start:norse_priest_convert_1|Todos os deuses, ouçam-me. Peço que ajudem {este homem/esta mulher}, que é leal a vocês.
dlga_norse_priest_convert_1:norse_priest_convert_2|Você agora é totalmente {reconhecido/reconhecida}!
dlga_norse_priest_convert_2:close_window|Obrigad{o/a}.
dlga_norse_priest_pray:norse_priest_pray_1|Vamos rezar, então. 
dlga_norse_priest_pray_1:norse_priest_pray_2|Deuses do mundo. 
dlga_norse_priest_pray_2:norse_priest_pray_3|Ouçam-nos. 
dlga_norse_priest_pray_3:norse_priest_pray_4|Tenham misericórdia e guiem-nos. 
dlga_norse_priest_pray_4:norse_priest_pray_5|Mostrem-nos o caminho certo. 
dlga_norse_priest_pray_5:norse_priest_pray_6|Deem-nos boa comida. 
dlga_norse_priest_pray_6:norse_priest_pray_7|Destruam nossos inimigos. 
dlga_norse_priest_pray_7:norse_priest_pray_8|Deuses do mundo.
dlga_norse_priest_pray_8:norse_priest_pray_9|Ouçam-nos. 
dlga_norse_priest_pray_9:norse_priest_pray_10|Ajudem-nos e sejam misericordiosos. 
dlga_norse_priest_pray_10:norse_priest_pray_11|Aceitem esse sacrifício. 
dlga_norse_priest_pray_11:norse_priest_pray_12|Aceitem, é para vocês. 
