qstr_Artillery|Artilharia
qstr_{s10}{reg52}|{s10},{reg52}
qstr_{s10}0{reg52}|{s10},0{reg52}
qstr_{s10}00{reg52}|{s10},00{reg52}
qstr_Demolishion_refund:_^{|Reembolso da Demolição: ^{s10} Florins
qstr_Costs:_^{s10}_Florin|Custos: ^{s10} Florins ^Tempo: ^{reg6} dias
qstr_Cancelling_refund:_^{s|Reembolso do Cancelamento: ^{s10} Florins ({reg11}%)
qstr_Requirements:_^{s10}|Requerimentos: ^{s10} Florins ^^População necessária: ^{reg10} Pessoas
qstr_Town_s_treasury_lowere|Tesouro da cidade diminuiu para {s10} Florins.
qstr_My_good_lord_gold_fr|{Meu bom senhor/Minha boa senhora}, ouro do tesouro de sua aldeia, chamada {s1}, foi roubado. Rumores nos falam de {s10} Florins.
qstr_My_good_lord_^^Gold_|{Meu bom senhor/Minha boa senhora}, ^^Ouro do tesouro de sua cidade, chamada {s1}, foi roubado. Rumores nos falam de {s10} Florins.
qstr_Wealth:_{s10}_Florin|Riqueza: {s10} Florins
qstr_Inventory:_{s10}_Flo|Inventário: {s10} Florins
qstr_Kingdom_debts:_{s10}|Dívidas do Reino: {s10} Florins
qstr_You_have_currently_{s|Você tem atualmente {s10} Florins. Você deseja recrutar {s1} por {reg1} Florins?
qstr_Income_sheet:_^|Folha de Rendimentos: ^
qstr_{s1}_^+{reg1}_Tax_po|{s1} ^+{reg1} Imposto potencial
qstr_{s1}_^_{reg1}_Ineffi|{s1} ^-{reg1} Ineficiência
qstr_{s1}_^_{reg1}_Costs|{s1} ^-{reg1} Despesas
qstr_{s1}_^{reg1}_Tax_inc|{s1} ^{reg1} Renda de impostos
qstr_{s1}_^^+{reg0}_Trade|{s1} ^^+{reg0} Renda comercial
qstr_{s1}_^^+{reg0}_Road_|{s1} ^^+{reg0} Renda de pedágios 
qstr_{s1}_^^+{reg0}_Farms|{s1} ^^+{reg0} Renda das fazendas
qstr_{s1}_^^+{reg0}_Mines|{s1} ^^+{reg0} Renda das minas
qstr_{s1}_^^+{reg0}_Gover|{s1} ^^+{reg0} Eficiência de Governo
qstr_{s1}_^^+{reg0}_Bourg|{s1} ^^+{reg0} Poder da burguesia
qstr_Previous_page|Página anterior
qstr_Next_page|Próxima página
qstr_Income_Statement:_^{|Declaração de renda: ^{s3}
qstr_{s1}_^+{s10}_Tax_pot|{s1} ^+{s10} Imposto potencial
qstr_{s1}_^_{s10}_Ineffic|{s1} ^-{s10} Ineficiência
qstr_{s1}_^_{s10}_Costs|{s1} ^-{s10} Despesas
qstr_{s1}_^{s10}_Tax_inco|{s1} ^{s10} Renda de impostos
qstr_{s1}_^^+{s10}_Trade_|{s1} ^^+{s10} Renda comercial
qstr_{s1}_^^+{s10}_Road_t|{s1} ^^+{s10} Renda de pedágios
qstr_{s1}_^^+{s10}_Farms_|{s1} ^^+{s10} Renda das fazendas
qstr_{s1}_^^+{s10}_Mines_|{s1} ^^+{s10} Renda das minas
qstr_{s1}_^^+{s10}_Govern|{s1} ^^+{s10} Eficiência de Governo
qstr_{s1}_^^+{s10}_Bourge|{s1} ^^+{s10} Poder da burguesia
qstr_{s1}_^_{s10}_Inevita|{s1} ^-{s10} Custos inevitáveis
qstr_{s1}_^+{s10}_Tax_inc|{s1} ^+{s10} Renda de impostos
qstr_{s1}_^+{s10}_Road_to|{s1} ^+{s10} Renda de pedágios
qstr_{s1}_^+{s10}_Farms_i|{s1} ^+{s10} Renda das fazendas
qstr_{s1}_^+{s10}_Mines_i|{s1} ^+{s10} Renda das minas
qstr_{s1}_^+{s10}_Governi|{s1} ^+{s10} Eficiência de Governo
qstr_{s1}_^+{s10}_Bourgeo|{s1} ^+{s10} Poder da burguesia
qstr_{s1}_^{s10}_Total_ne|{s1} ^{s10} Lucro Líquido Total
qstr_{s1}_^+{s10}_Tax_col|{s1} ^+{s10} Imposto coletado
qstr_{reg1}_{reg0}|{reg1}, {reg0}
qstr_{s1}_^+{s10}_Corrupt|{s1} ^+{s10} Corrupção
qstr_{s1}_^{s10}_Corrupti|{s1} ^{s10} Corrupção
qstr__{reg50}|-{reg50}
qstr_Requirements:_^{s11}|Requerimentos: ^{s11} Florins ^^População necessária: ^{s10} pessoas
qstr_DONE1|FEITO1
qstr_DONE|FEITO
qstr_{s1}_^_x__Commoners__{|{s1} ^(x) Plebeus ({reg11}% de crescimento)
qstr_10x_{s0}__{reg1}_days|10x {s0} ({reg1} dias), Preço: {s10}
qstr_{s1}_^____Clergy_>5%|{s1} ^( ) Clero >5% (+1% conversão)
qstr_{s1}_^_x__Clergy_>5%|{s1} ^(x) Clero >5% (+1% conversão)
qstr_{s1}_^{s1}{reg1}__un|{s1} ^{s1}{reg1} (incontável)
qstr_{s1}_^+{reg0}__clerg|{s1} ^+{reg0} (Poder do Clero)
qstr_{s1}_^+{reg0}__churc|{s1} ^+{reg0} (edifícios da igreja)
qstr_Religious_Uniformity:_|Uniformidade Religiosa: ^{s3}
qstr_{s1}_^Total:_{reg1}%|{s1} ^Total: {reg1}%
qstr_{s1}_^Total:_{reg2}%|{s1} ^Total: {reg2}%
qstr_{s1}_^^^+{reg3}_recrui|{s1} ^^^+{reg3} homens recrutáveis {s4}
qstr_{s1}_^^^^{s3}{reg3}_rec|{s1} ^^^^{s3}{reg3} homens recrutáveis {s4}
qstr_{s1}_^_x__Nobility_>7|{s1} ^(x) Nobreza >75% (+10 recrutas p/sem)
qstr_{s1}_^____Nobility_>5|{s1} ^( ) Nobreza >50% (+5 recrutas p/sem)
qstr_{s1}_^____Nobility_>75|{s1} ^( ) Nobreza >75% (+10 recrutas p/sem)
qstr_{s1}_^_x__Nobility_>50|{s1} ^(x) Nobreza >50% (+5 recrutas p/sem)
qstr_Troop_Stats|Estatísticas de tropas
qstr_{s1}_^_x__Nobility__{|{s1} ^(x) Nobreza ({reg11} menos dias para proclamar decreto)
qstr_{s1}_^____Nobility__f|{s1} ^( ) Nobreza (menos dias para proclamar decreto)
qstr__claiming_to_have_an|, alegando ter uma conexão ininterrupta à fé e à doutrina desde o primeiro século.
qstr_{s1}_^{reg0}__church|{s1} ^{reg0} (edifícios da igreja)
qstr_{s1}_^+{reg0}__ortho|{s1} ^+{reg0} (edifícios ortodoxos)
qstr_{s1}_^{reg0}__orthod|{s1} ^{reg0} (edifícios ortodoxos)
qstr_{s1}_^+{reg0}__mosqu|{s1} ^+{reg0} (edifícios da mesquita)
qstr_{s1}_^{reg0}__mosque|{s1} ^{reg0} (edifícios da mesquita)
qstr_{s1}_^+{reg0}__jewis|{s1} ^+{reg0} (jewish buildings)
qstr_{s1}_^{reg0}__jewish|{s1} ^{reg0} (jewish buildings)
qstr_{s1}_^+{reg0}__norse|{s1} ^+{reg0} (edifícios nórdicos)
qstr_{s1}_^{reg0}__norse_|{s1} ^{reg0} (edifícios nórdicos)
qstr_{s1}_^+{reg0}__tengr|{s1} ^+{reg0} (edifícios do tengriismo)
qstr_{s1}_^{reg0}__tengri|{s1} ^{reg0} (edifícios do tengriismo)
qstr_{s0}_^Uncivilized:__1|{s0} ^{Incivilizado/Incivilizada}: -10 Prestígio
qstr_{s0}_^Rude:__5_Prest|{s0} ^Rude: -5 Prestígio
qstr_{s0}_^Honourable:_+5|{s0} ^{Honroso/Honrosa}: +5 Prestígio
qstr_Proud_Hearted:_+10_P|Coração Orgulhoso: +10 Prestígio
qstr_{s0}_^Awful_Duellist:|{s0} ^Duelista Terrível: -10 Prestígio
qstr_{s0}_^Bad_Duellist:__|{s0} ^Duelista Ruim: -5 Prestígio
qstr_{s0}_^Duelling_Profes|{s0} ^Duelista Profissional: +10 Prestígio
qstr_Duelling_Master:_+15|Mestre Duelista: +15 Prestígio
qstr_FIRED?_{reg0}|DEMITIDO? {reg0}
qstr_Crafting_is_a_complex_|.^^^A criação de itens é uma característica complexa de Nova Aetas. Ela oferece uma jogabilidade única, bastante nova e inédita em outros mods.^ Cada item é composto de vários produtos. Estes são chamados bens intermediários ou semi-bens. Você precisará fabricar estes semi-bens. É aqui^ que o Nova Aetas se diferencia de outros mods. Você precisará forjar ferramentas, espadas e armaduras manualmente, a madeira precisa ser^ serrada e processada e assim por diante.^^A Escrivaninha^^Você pode criar quase tudo. De espadas, armaduras a armas de fogo. Se você quiser criar uma espada como ferreiro por exemplo, você precisará^ de pelo menos uma lâmina de espada e um cabo de madeira. Cabos são fabricados pelo carpinteiro. Embora você possa comprá-los no Mercado da^ Guilda. A lâmina da espada pode ser encontrada em intermediários ao percorrer os tipos de mercadorias no mercado. Quando selecionar a espada,^ você verá vários requisitos. Sua habilidade Manejo de Criação precisa ser adequada. Essa é uma habilidade nova que você pode melhorar com o^ tempo. Passar o cursor sobre os requisitos de permite que você veja que 1 lingote de aço é necessário. Obtenha-o de uma mina ou do mercado.^ A Criação pode ser iniciada se todas as necessidades forem atendidas.^^ Fabricação ^^Clique no botão Criar. Agora você vê uma seta aparecendo no cenário. Para a igreja, você pode fazer intermediários como Pergaminhos de peles^ a partir do couro ou água benta a partir de água limpa. Para fazer pergaminhos, vá para a estrutura com a pele não curtida e comece a raspar^ (segure F). Use o pergaminho obtido para escrever uma carta de indulgência ou livros. Às vezes você precisa de um selo episcopal especial.^ Este selo autentifica os documentos ou objetos. Você pode recebê-lo do bispo local. Portanto, você precisa visitar a igreja local. Você^ também pode iniciar um sermão. Faça isso "preparando" as hóstias sagradas. Vá ao salão da igreja e comece o sermão. Não se esqueça que você^ pode desativar as setas clicando no botão esquerdo abaixo.^^Manter ou Vender^^Quando estiver pronto, uma caixa de mensagem irá aparecer perguntando se você deseja manter ou vender o item. Porque você é membro da Igreja,^ e a Igreja sempre garante um preço fixo para seus membros dentro da cidade, você terá sempre 20% de lucro. O lucro estimado é declarado^ abaixo e à direita na janela da Mesa de Trabalho e calculado como mostra a seguir: custos dos intermediários +20% de lucro do preço normal^ de compra do item no mercado. Mantenha os intermediários em seu inventário para criar o item final na bancada de trabalho: uma espada.
qstr_Good_soldiers_requir|Bons soldados requerem instalações adequadas e treinamento ^ Esses homens estão prontos para seguir você para a batalha.^^^^^^^^^^^^^^^^^^^
qstr_Crafting_is_a_complex_f|.^^^A criação de itens é uma característica complexa de Nova Aetas. Ela oferece uma jogabilidade única, bastante nova e inédita em outros mods.^ Cada item é composto de vários produtos. Estes são chamados bens intermediários ou semi-bens. Você precisará fabricar estes semi-bens. É aqui^ que o Nova Aetas se diferencia de outros mods. Você precisará forjar ferramentas, espadas e armaduras manualmente, a madeira precisa ser^ serrada e processada e assim por diante.^^A Escrivaninha^^Você pode criar quase tudo. De espadas, armaduras a armas de fogo. Se você quiser criar uma espada como ferreiro por exemplo, você precisará^ de pelo menos uma lâmina de espada e um cabo de madeira. Cabos são fabricados pelo carpinteiro. Embora você possa comprá-los no Mercado da^ Guilda. A lâmina da espada pode ser encontrada em intermediários ao percorrer os tipos de mercadorias no mercado. Quando selecionar a espada,^ você verá vários requisitos. Sua habilidade Manejo de Criação precisa ser adequada. Essa é uma habilidade nova que você pode melhorar com o^ tempo. Passar o cursor sobre os requisitos de permite que você veja que 1 lingote de aço é necessário. Obtenha-o de uma mina ou do mercado.^ A Criação pode ser iniciada se todas as necessidades forem atendidas.^^ Fabricação ^^Clique no botão Criar. Agora você vê uma seta aparecendo no cenário. Para a igreja, você pode fazer intermediários como Pergaminhos de peles^ a partir do couro ou água benta a partir de água limpa. Para fazer pergaminhos, vá para a estrutura com a pele não curtida e comece a raspar^ (segure F). Use o pergaminho obtido para escrever uma carta de indulgência ou livros. Às vezes você precisa de um selo episcopal especial.^ Este selo autentifica os documentos ou objetos. Você pode recebê-lo do bispo local. Portanto, você precisa visitar a igreja local. Você^ também pode iniciar um sermão. Faça isso "preparando" as hóstias sagradas. Vá ao salão da igreja e comece o sermão. Não se esqueça que você^ pode desativar as setas clicando no botão esquerdo abaixo.^^Manter ou Vender^^Quando estiver pronto, uma caixa de mensagem irá aparecer perguntando se você deseja manter ou vender o item. Porque você é membro da Igreja,^ e a Igreja sempre garante um preço fixo para seus membros dentro da cidade, você terá sempre 20% de lucro. O lucro estimado é declarado^ abaixo e à direita na janela da Mesa de Trabalho e calculado como mostra a seguir: custos dos intermediários +20% de lucro do preço normal^ de compra do item no mercado. Mantenha os intermediários em seu inventário para criar o item final na bancada de trabalho: uma espada.
qstr_Christian_lords_have_|Lordes cristãos reconquistaram a grande cidade de Hierosolyma. A Cruzada foi bem sucedida!
qstr_Crusade_is_Success|A Cruzada foi um sucesso
qstr_Islamic_lords_have_r|Senhores islâmicos reconquistaram a grande cidade de Hierosolyma. O Jihad foi bem sucedido!
qstr_Jihad_is_Success|O Jihad foi um sucesso
qstr_TEMP_TROOP_=_{reg}|TROPAS TEMPORÁRIAS = {reg}
qstr_TEMP_TROOP_=_{reg0}|TROPAS TEMPORÁRIAS = {reg0}
qstr_FIRED_1|DEMITIDO 1
qstr_{reg11}_{reg10}|{reg11}, {reg10}
qstr_Smelting_ores_to_prod|A fundição de minérios para produzir um metal básico é um processo extenso que requer habilidade. ^Deixar as coisas por muito tempo no forno torna-as duras e frágeis. ^Deixar por pouco tempo tornará o resultado muito ineficiente. 
qstr_{reg1}__{reg0}_|{reg1} ({reg0})
qstr_You_can_quarry_stone_|Você pode extrair pedras e 3 tipos de minério na mina. Certifique-se de ter a picareta de mineração equipada. ^Entre na mina e acerte a pedra/minério várias vezes para coletá-la. Existem minérios de ferro, prata e um pouco mais raro: ouro. ^Você precisa fundir minérios subindo a escada do forno e interagindo com o carrinho. Divirta-se!
qstr_3|3
qstr_385555555555555|385555555555555 Div
qstr_2|2
qstr_4|4
qstr_6|6
qstr_{reg5}|{reg5}
qstr_2x|2x
qstr_4x|4x
qstr_6x|6x
qstr_{reg5}x|{reg5}x
qstr_1x|1x
qstr_Fill_minecart_with:|Encha o carrinho com:
qstr_You_can_cut_down_tre|Você pode cortar árvores nesta floresta. O chão de terra revela árvores próprias para serem cortadas. Equipe-se com um machado de lenhador e corte as árvores para obter madeira. Você precisa ir até o dique, se posicionar ao lado do tronco, mirar no Aprendiz e serrar os troncos. Lembre-se de que você só pode cortar três árvores antes que os diques fiquem cheios. Divirta-se!
qstr_Forest_Tutorial|Tutorial de floresta
qstr_Steel_Shields|Escudos de Aço
qstr_Wooden_Shields|Escudos de Madeira
qstr_Weave_Linen|Tecido de Linho
qstr_Go_to_Tannery|Vá para o Curtume
qstr_Go_to_Tailor|Vá para a Alfaiataria
qstr_Spin_Wool/Flax|Tecer Lã/Linho
qstr_Lime_Hides|Mergulhar peles na Cal
qstr_Beat_Hides|Bater Peles
qstr_Tan_Hides|Curtir Peles
qstr_Woolen_Costumes|Trajes de Lã
qstr_Linen_Costumes|Trajes de Linho
qstr_Silk_Costumes|Trajes de Seda
qstr_Velvet_Costumes|Trajes de Veludo
qstr_Brocade_Costumes|Trajes de Brocado
qstr_Leather_Costumes|Trajes de Couro
qstr_Leather_Stuff|Couro
qstr_Leather_Armour|Armadura de couro
qstr_Gambesons|Jaquetão
qstr_Headwear|Chápeu
qstr_Use_Drawing_Desk|Mesa de Elaboração
qstr_Wool_Cloth|Pano de lã
qstr_Linen|Linho
qstr_Silk|Seda
qstr_Velvet|Veludo
qstr_Brocade|Brocado
qstr_Dye_Leather|Tingir Couro 
qstr_Scrutch_Wool/Flax|Raspar Lã/Linho
qstr_Hackle_Wool/Flax|Desfiar Lã/Linho
qstr_Leatherwork|Couraria
qstr_Weave_{s40}|Tecer {s40}
qstr_Spin_{s40}|Enrolar {s40}
qstr_Scrutch_{s40}|Raspar {s40}
qstr_Hackle_{s40}|Desfiar {s40}
qstr_Wool|Lã
qstr_Sew_Fabric|Costurar tecido
qstr_Priest|{P/M}adre
qstr_Carpenter|Carpinteir{o/a}
qstr_Tailor|Alfaiate
qstr_+{reg0}_Prestige_Poi|+{reg0} Pontos de prestígio devido ao lucro.
qstr_{reg0}_Prestige_Point|{reg0} Pontos de Prestígio perdidos devido a dívidas.
qstr_1000_Prestige_Points|1000 Pontos de Prestígio ganhos.
qstr_Bows_&_Crossbows|Arcos & Bestas
qstr_Firearms|Armas de Fogo
qstr_Your_trainer_skill_of_|Sua habilidade de instrução de {reg3} diminui alguns dias, mas nunca ficará abaixo de 4 dias.
qstr_Tools|Ferramentas
qstr_No_further_requireme|Não há mais requisitos.
qstr_You_need_+{reg1}_{re|Você precisa de +{reg1} {reg20}
qstr_Riding|Montaria
qstr_Strength|Força
qstr_Shield|Maestria em Escudo
qstr_Power_Draw|Potência de Tensionamento
qstr_Power_Throw|Potência de Arremesso
qstr_Intelligence|Inteligência
qstr_{s20}|{s20}
qstr_{s50}|{s50}
qstr_FIRED2222|FIRED2222
qstr__No_further_skill_re|(Não há mais requisitos de habilidade)
qstr_FIRED5555|FIRED5555
qstr_FIRED0000|FIRED0000
qstr__highest_rank_possib|(maior classificação possível)
qstr_You_cannot_retreat_a|Você não pode recuar já você não está no comando.
qstr_Use_B_key_to_bow_bef|Use a tecla B para se curvar diante dos nobres!
qstr_Press_B_to_bow_befor|Pressione B para curvar-se diante do senhor.
qstr_Sit_Down|Sentar
qstr_Please_insert_how_this|Por favor insira como esta aldeia será nomeada.
qstr_Please_insert_how_this_|Por favor insira como esta colônia será nomeada.
qstr_The_elder_of_the_villag|O ancião da aldeia de {s3} lhe pediu que trouxesse {reg5} sacos de trigo.
qstr_{reg0}/10_gold_veins|{reg0}/10 veias de ouro extraídas.
qstr_{reg0}/10_silver_vei|{reg0}/10 veias de prata extraídas.
qstr_Shoot_on_buildings_n|Atire nos edifícios agora
qstr_Shoot_on_infantry_no|Atire na infantaria agora
qstr_Executed.|Executado.
qstr_You_ve_started_constr|Você começou a construir sua própria colônia. Mova o prédio usando as teclas de seta. Altere a altura pressionando as teclas Page Up ou Down. Para diminuir a velocidade, mantenha o Control pressionado. Use as teclas Home e End para girar. Se você tiver o resultado desejado, sempre pressione Enter para memorizar este único edifício. Para selecionar um prédio, fique por perto e pressione Backspace. Agora você pode movê-lo novamente ou usar a tecla Delete para destruí-lo. Lembre-se de que é de extrema importância pressionar Enter para memorizar o último edifício selecionado ou excluído. Não é possível salvar a posição de vários edifícios. Use a tecla L para ver os controles. Desativar mensagem de ajuda com a tecla H. Divirta-se!^^
qstr_Take_Wood_Block|Pegue o bloco de madeira
qstr__Cross_bows|Bestas/Arcos
qstr_FIRED1_{reg0}|FIRED1 {reg0}
qstr_{s1}_^_2__craftsmen_|{s1} ^-2 (artesãos <25% poder)
qstr_{s1}_^+1__craftsmen_|{s1} ^+1 (artesãos >25% poder)
qstr_{s1}_^{s3}{reg0}__cr|{s1} ^{s3}{reg0} (poder dos artesãos)
qstr_we_have_succeeded_in|conseguimos ganhar algum terreno, mas ainda temos um longo caminho a percorrer
qstr_{playername}_when_we|{playername}, quando iniciei minha longa jornada, pouca gente teve a coragem de me apoiar. Muito menos ainda de arriscar sua vida por minha causa. Mas você não pensou duas vezes e avançou contra meus inimigos. Passamos por muitas coisas juntos, e houve momentos em que eu quase perdi a esperança. Mas com a ajuda dos Céus fomos prevalecidos. Agora é tempo de abandoná-lo e tomar o que é meu por direito. De hoje em diante assumirei a grande responsabilidade de governar {s3}. Sei, porém, que ainda nos esperam muitos desafios... e conto com sua ajuda para superá-los. E é claro, não haverá melhor vassalo para mim que você.
qstr_Look_a_disbeliever_|Olha, u{m/ma} descrente chegou a minha corte. Eu te aviso. Porque o salário do pecado é a morte, mas o dom gratuito de Deus é a vida eterna em Cristo Jesus, nosso Senhor. Abandone sua falsa crença e aceite a Única Fé Verdadeira.
qstr_Disbelievers_do_not_h|Descrentes não prejudicam a Allah, mas terão um doloroso castigo. Agora saia da minha vista antes que eu perca a paciência.
qstr_I_do_not_like_you._Yo|Eu não gosto de você. Você traz uma doença prejudicial. Essas estranhas religiões externas precisam ser expulsas para proteger nossas tradições...
qstr_Ah_if_it_isn_t_{playe|Ah, se não é {o/a} {playername}. Você é notad{o/a} entre a sociedade de pessoas de mente aberta. Por favor, tenha uma estadia agradável aqui.
qstr_You_need_at_least_25|Você precisa de pelo menos 250 renome.
qstr_Sending_a_gift_to_{s5|Enviar um presente para {s5} custa 20.000 florins, naturalmente. Você tem certeza que quer continuar? Isso aumentará as relações em 20.
qstr_You_lack_free_room_in|Você não tem espaço livre em seu inventário! Use o baú na Cabana para guardar o trigo e as sementes.
qstr_Buildings_Cap_reache|Capacidade de Edifícios Atingida
qstr_Faction_troops_aband|Tropas da facção desertaram.
qstr_Game_is_automaticall|O jogo é salvo automaticamente. ^Opção de desativar está no menu do acampamento.
qstr_Poll_Tax:|Taxa de Pesquisa:
qstr_War_Tax:|Taxa da guerra:
qstr_{!}{s10}__{reg2}_war|{!}{s10} ({reg2} guerras)
qstr_Church_s_Tithe|Dízimo da igreja
qstr_Zakat|Zakat
qstr_Temple_tax|Taxa do templo
qstr_Second_tithe|Segundo dízimo
qstr_Church_Tithe:|Dízimo da Igreja:
qstr_Game_saved_succesful|Jogo salvo com sucesso!
qstr_Crafting_is_a_complex_fe|.^^^A criação de itens é uma característica complexa de Nova Aetas. Ela oferece uma jogabilidade única, bastante nova e inédita em outros mods.^ Cada item é composto de vários produtos. Estes são chamados bens intermediários ou semi-bens. Você precisará fabricar estes semi-bens. É aqui^ que o Nova Aetas se diferencia de outros mods. Você precisará forjar ferramentas, espadas e armaduras manualmente, a madeira precisa ser^ serrada e processada e assim por diante.^^A Escrivaninha^^Você pode criar quase tudo. De espadas, armaduras a armas de fogo. Se você quiser criar uma espada como ferreiro por exemplo, você precisará^ de pelo menos uma lâmina de espada e um cabo de madeira. Cabos são fabricados pelo carpinteiro. Embora você possa comprá-los no Mercado da^ Guilda. A lâmina da espada pode ser encontrada em intermediários ao percorrer os tipos de mercadorias no mercado. Quando selecionar a espada,^ você verá vários requisitos. Sua habilidade Manejo de Criação precisa ser adequada. Essa é uma habilidade nova que você pode melhorar com o^ tempo. Passar o cursor sobre os requisitos de permite que você veja que 1 lingote de aço é necessário. Obtenha-o de uma mina ou do mercado.^ A Criação pode ser iniciada se todas as necessidades forem atendidas.^^ Fabricação ^^Clique no botão Criar. Agora você vê uma seta aparecendo no cenário. Para a igreja, você pode fazer intermediários como Pergaminhos de peles^ a partir do couro ou água benta a partir de água limpa. Para fazer pergaminhos, vá para a estrutura com a pele não curtida e comece a raspar^ (segure F). Use o pergaminho obtido para escrever uma carta de indulgência ou livros. Às vezes você precisa de um selo episcopal especial.^ Este selo autentifica os documentos ou objetos. Você pode recebê-lo do bispo local. Portanto, você precisa visitar a igreja local. Você^ também pode iniciar um sermão. Faça isso "preparando" as hóstias sagradas. Vá ao salão da igreja e comece o sermão. Não se esqueça que você^ pode desativar as setas clicando no botão esquerdo abaixo.^^Manter ou Vender^^Quando estiver pronto, uma caixa de mensagem irá aparecer perguntando se você deseja manter ou vender o item. Porque você é membro da Igreja,^ e a Igreja sempre garante um preço fixo para seus membros dentro da cidade, você terá sempre 20% de lucro. O lucro estimado é declarado^ abaixo e à direita na janela da Mesa de Trabalho e calculado como mostra a seguir: custos dos intermediários +20% de lucro do preço normal^ de compra do item no mercado. Mantenha os intermediários em seu inventário para criar o item final na bancada de trabalho: uma espada.
